month,excess_return,total_return,gross_return,cost,turnover,n_markets,equity_excess,equity_total
2011-09-01,-0.01101432,-0.01099766,-0.01061904,0.00039528,1.375095,25,44.857742,102.407342
2011-10-01,-0.04607408,-0.04605742,-0.04563775,0.00043633,1.346582,25,42.790963,97.690725
2011-11-01,0.01540062,0.01540895,0.01678702,0.00138641,5.699111,25,43.449970,99.196036
2011-12-01,0.03814492,0.03815326,0.03922992,0.00108500,5.375231,25,45.107366,102.980688
2012-01-01,0.01335990,0.01337656,0.01404606,0.00068616,2.696049,25,45.709995,104.358215
2012-02-01,-0.03003683,-0.02998685,-0.02954437,0.00049246,1.331845,25,44.337012,101.228842
2012-03-01,-0.00469391,-0.00462727,-0.00381564,0.00087826,3.572064,25,44.128898,100.760429
2012-04-01,0.03696229,0.03702060,0.03819064,0.00122835,4.800324,25,45.760003,104.490641
2012-05-01,0.06170296,0.06178626,0.06256820,0.00086524,3.495710,25,48.583531,110.946727
2012-06-01,-0.03705961,-0.03700129,-0.03652227,0.00053734,2.298856,25,46.783044,106.841554
2012-07-01,0.04693009,0.04700505,0.04748716,0.00055708,2.217687,25,48.978577,111.863647
2012-08-01,-0.02282279,-0.02273117,-0.02227604,0.00054676,2.186758,25,47.860749,109.320855
2012-09-01,-0.03104709,-0.03097212,-0.02982435,0.00122273,4.213288,25,46.374812,105.934957
2012-10-01,-0.02680299,-0.02671970,-0.02573527,0.00106772,3.957009,25,45.131828,103.104407
2012-11-01,0.05894813,0.05903975,0.06029472,0.00134659,5.380657,25,47.792265,109.191665
2012-12-01,-0.00301823,-0.00295159,-0.00171092,0.00130731,6.096022,25,47.648017,108.869377
2013-01-01,0.06528785,0.06532951,0.06666414,0.00137628,8.046589,25,50.758853,115.981759
2013-02-01,-0.00095995,-0.00090163,0.00008087,0.00104082,6.517700,26,50.710128,115.877186
2013-03-01,0.04963299,0.04972461,0.05045063,0.00081764,3.650578,26,53.227023,121.639135
2013-04-01,0.02371112,0.02376944,0.02439241,0.00068129,2.013199,26,54.489096,124.530429
2013-05-01,-0.05356436,-0.05352271,-0.05279383,0.00077054,3.423129,26,51.570422,117.865223
2013-06-01,0.03214380,0.03217713,0.03306298,0.00091917,5.259962,26,53.228091,121.657788
2013-07-01,0.00499015,0.00502348,0.00591261,0.00092246,4.020470,26,53.493708,122.268933
2013-08-01,0.01598701,0.01602033,0.01672559,0.00073858,2.015192,26,54.348912,124.227722
2013-09-01,-0.03976618,-0.03974118,-0.03872051,0.00104566,5.075241,26,52.187663,119.290766
2013-10-01,0.03623210,0.03624876,0.03736511,0.00113302,5.051377,26,54.078532,123.614908
2013-11-01,0.03115771,0.03119103,0.03214504,0.00098733,4.162980,26,55.763495,127.470585
2013-12-01,0.04592624,0.04597623,0.04700595,0.00107971,5.102491,26,58.324502,133.331201
2014-01-01,-0.04624395,-0.04618564,-0.04539134,0.00085261,4.179970,26,55.627347,127.173215
2014-02-01,-0.02001130,-0.01999464,-0.01887463,0.00113667,5.668159,26,54.514171,124.630432
2014-03-01,0.01480776,0.01484942,0.01607340,0.00126564,6.732259,26,55.321404,126.481122
2014-04-01,0.00190232,0.00194398,0.00317727,0.00127495,7.044134,26,55.426643,126.726999
2014-05-01,-0.00520211,-0.00517712,-0.00389694,0.00130517,7.272567,26,55.138308,126.070918
2014-06-01,0.02754566,0.02757899,0.02838601,0.00084034,4.072979,26,56.657129,129.547827
2014-07-01,-0.00365338,-0.00362005,-0.00294797,0.00070540,2.452337,26,56.450139,129.078857
2014-08-01,0.05705539,0.05708039,0.05810487,0.00104947,4.748664,26,59.670924,136.446729
2014-09-01,0.04807703,0.04810202,0.04894544,0.00086841,3.778717,26,62.539724,143.010093
2014-10-01,0.02409410,0.02411077,0.02479976,0.00070566,2.977755,26,64.046563,146.458175
2014-11-01,0.09295575,0.09296408,0.09368794,0.00073220,2.996947,26,70.000059,160.073525
2014-12-01,0.04791822,0.04793488,0.04832336,0.00040514,0.928751,26,73.354337,167.746630
2015-01-01,0.12456932,0.12460265,0.12506903,0.00049971,1.202422,26,82.492037,188.648304
2015-02-01,-0.05244248,-0.05242582,-0.05184881,0.00059367,2.284400,26,78.165949,178.758263
2015-03-01,0.05415900,0.05417567,0.05489440,0.00073540,2.958510,26,82.399340,188.442611
2015-04-01,-0.08658725,-0.08656225,-0.08583220,0.00075504,3.603946,26,75.264608,172.130595
2015-05-01,0.03795117,0.03795951,0.03956321,0.00161204,7.514661,26,78.120988,178.664588
2015-06-01,-0.02320232,-0.02319399,-0.02197298,0.00122934,6.368524,26,76.308400,174.520644
2015-07-01,0.02572902,0.02573736,0.02696422,0.00123520,4.939960,26,78.271740,179.012344
2015-08-01,-0.01223951,-0.01217287,-0.01102391,0.00121560,7.121063,26,77.313733,176.833250
2015-09-01,0.05319578,0.05326242,0.05429908,0.00110330,6.159505,26,81.426497,186.251817
2015-10-01,-0.02909443,-0.02909443,-0.02829090,0.00080353,3.816995,26,79.057439,180.832926
2015-11-01,0.03676601,0.03683265,0.03763977,0.00087376,3.495134,26,81.964065,187.493481
2015-12-01,-0.03978621,-0.03960307,-0.03897270,0.00081351,3.896323,26,78.703025,180.068164
2016-01-01,-0.00825176,-0.00811853,-0.00684623,0.00140553,7.358000,26,78.053587,178.606276
2016-02-01,-0.00482833,-0.00455374,-0.00359080,0.00123753,6.494930,26,77.676718,177.792949
2016-03-01,-0.02506664,-0.02479206,-0.02439091,0.00067573,3.017305,26,75.729624,173.385096
2016-04-01,0.03984882,0.04002365,0.04054246,0.00069364,3.552977,26,78.747360,180.324600
2016-05-01,-0.03880761,-0.03862447,-0.03820760,0.00060002,2.749478,26,75.691363,173.359659
2016-06-01,0.08472889,0.08501178,0.08561347,0.00088458,3.925041,26,82.104608,188.097272
2016-07-01,-0.00770687,-0.00749046,-0.00686677,0.00084010,4.149681,26,81.471838,186.688338
2016-08-01,-0.02770011,-0.02746707,-0.02696306,0.00073705,3.288887,26,79.215060,181.560555
2016-09-01,0.02319324,0.02346783,0.02419906,0.00100582,4.933259,26,81.052314,185.821387
2016-10-01,-0.05949207,-0.05925072,-0.05850721,0.00098486,4.933887,26,76.230344,174.811336
2016-11-01,0.06024279,0.06052568,0.06140798,0.00116519,7.093182,26,80.822672,185.391911
2016-12-01,0.01695177,0.01735089,0.01778754,0.00083577,4.390600,26,82.192759,188.608626
2017-01-01,-0.04999858,-0.04957458,-0.04936867,0.00062991,2.348298,26,78.083238,179.258433
2017-02-01,-0.00994898,-0.00951668,-0.00869380,0.00125518,6.301596,26,77.306389,177.552489
2017-03-01,-0.03513787,-0.03469727,-0.03395109,0.00118678,7.377849,26,74.590008,171.391902
2017-04-01,0.00591782,0.00654895,0.00727771,0.00135989,8.748321,26,75.031418,172.514340
2017-05-01,-0.00649500,-0.00583076,-0.00513868,0.00135632,7.682003,26,74.544089,171.508449
2017-06-01,0.00667395,0.00748697,0.00778450,0.00111056,4.795071,26,75.041592,172.792527
2017-07-01,0.00266370,0.00351800,0.00370892,0.00104522,5.683806,26,75.241480,173.400412
2017-08-01,-0.02082560,-0.01993827,-0.02007037,0.00075523,3.700415,26,73.674531,169.943108
2017-09-01,-0.04315131,-0.04231352,-0.04170222,0.00144910,6.711344,26,70.495378,162.752217
2017-10-01,-0.00433218,-0.00345311,-0.00301906,0.00131312,7.109763,26,70.189980,162.190216
2017-11-01,-0.00536762,-0.00441430,-0.00455485,0.00081277,3.737713,26,69.813227,161.474259
2017-12-01,0.03514730,0.03619952,0.03637242,0.00122512,6.206214,26,72.266973,167.319550
2018-01-01,0.01201782,0.01316884,0.01333015,0.00131232,6.538962,26,73.135465,169.522955
2018-02-01,-0.01909249,-0.01788389,-0.01787213,0.00122036,7.373595,26,71.739127,166.491225
2018-03-01,-0.01674694,-0.01538223,-0.01568050,0.00106644,4.604064,26,70.537716,163.930219
2018-04-01,-0.02192833,-0.02049797,-0.02084041,0.00108792,5.740059,26,68.990941,160.569982
2018-05-01,-0.01380404,-0.01225890,-0.01254344,0.00126060,8.113566,26,68.038588,158.601570
2018-06-01,0.00572466,0.00731894,0.00716932,0.00144465,9.135776,26,68.428086,159.762366
2018-07-01,0.01415572,0.01575000,0.01531485,0.00115913,6.438576,26,69.396735,162.278623
2018-08-01,0.00092658,0.00260271,0.00171789,0.00079131,3.396579,26,69.461036,162.700987
2018-09-01,0.01506493,0.01680649,0.01603167,0.00096674,5.301752,26,70.507462,165.435420
2018-10-01,0.00309689,0.00490382,0.00375108,0.00065419,3.041106,26,70.725816,166.246686
2018-11-01,-0.00792072,-0.00599133,-0.00718321,0.00073751,3.250113,26,70.165617,165.250647
2018-12-01,-0.05868349,-0.05672962,-0.05737776,0.00130572,6.220751,26,66.048053,155.876040
2019-01-01,-0.01929320,-0.01727411,-0.01807707,0.00121613,6.602039,26,64.773775,153.183421
2019-02-01,-0.00541141,-0.00342492,-0.00461651,0.00079489,3.794066,26,64.423258,152.658780
2019-03-01,0.05354143,0.05556052,0.05460571,0.00106429,4.674794,26,67.872571,161.140581
2019-04-01,-0.00848698,-0.00650865,-0.00772962,0.00075736,3.431191,26,67.296538,160.091773
2019-05-01,-0.00903195,-0.00702916,-0.00822111,0.00081084,3.941056,26,66.688719,158.966462
2019-06-01,-0.01292836,-0.01099081,-0.01205426,0.00087409,4.517319,26,65.826543,157.219293
2019-07-01,0.00015239,0.00190212,0.00080033,0.00064794,2.905598,26,65.836574,157.518342
2019-08-01,0.12396153,0.12567855,0.12480072,0.00083919,3.966087,26,73.997776,177.315019
2019-09-01,-0.04246344,-0.04082004,-0.04183439,0.00062905,2.916009,26,70.855576,170.077013
2019-10-01,-0.07335956,-0.07180623,-0.07236483,0.00099473,4.960111,26,65.657643,157.864424
2019-11-01,0.01930195,0.02057632,0.02065584,0.00135389,6.498649,26,66.924963,161.112692
2019-12-01,-0.04044686,-0.03913142,-0.03931380,0.00113307,5.084899,26,64.218058,154.808123
2020-01-01,-0.05545404,-0.05417146,-0.05443285,0.00102119,4.019076,26,60.656907,146.421941
2020-02-01,0.07766433,0.07894691,0.07900633,0.00134200,7.881251,25,65.367786,157.981501
2020-03-01,0.05816881,0.05922103,0.05890084,0.00073203,4.102762,25,69.170152,167.337328
2020-04-01,-0.03272645,-0.03263483,-0.03175396,0.00097249,6.343237,25,66.906458,161.876303
2020-05-01,-0.04928890,-0.04921393,-0.04843185,0.00085705,4.134219,25,63.608713,153.909734
2020-06-01,0.01095317,0.01106976,0.01221507,0.00126190,7.934404,25,64.305429,155.613477
2020-07-01,0.01553053,0.01566376,0.01640969,0.00087917,3.428709,25,65.304127,158.050970
2020-08-01,-0.02475181,-0.02467684,-0.02362082,0.00113099,6.603713,25,63.687732,154.150772
2020-09-01,-0.05394752,-0.05385590,-0.05306285,0.00088467,5.689915,25,60.251936,145.848843
2020-10-01,0.02091173,0.02099503,0.02215405,0.00124232,7.898196,25,61.511909,148.910944
2020-11-01,-0.01529391,-0.01521894,-0.01393868,0.00135522,8.239225,25,60.571151,146.644678
2020-12-01,0.06657153,0.06663817,0.06787459,0.00130306,8.088981,25,64.603466,156.416811
2021-01-01,-0.01605399,-0.01597903,-0.01536782,0.00068617,3.730448,25,63.566322,153.917423
2021-02-01,0.08072741,0.08077740,0.08151403,0.00078662,4.658359,25,68.697867,166.350472
2021-03-01,-0.00747203,-0.00743871,-0.00694805,0.00052398,2.807477,25,68.184554,165.113039
2021-04-01,-0.01332047,-0.01329547,-0.01262419,0.00069628,3.408462,25,67.276304,162.917784
2021-05-01,0.02032600,0.02033433,0.02099699,0.00067099,3.176886,25,68.643762,166.230608
2021-06-01,-0.02266839,-0.02266005,-0.02194385,0.00072454,3.650192,25,67.087718,162.463813
2021-07-01,0.01278909,0.01283075,0.01379785,0.00100876,4.781776,25,67.945709,164.548346
2021-08-01,0.00416747,0.00421745,0.00543259,0.00126512,7.824912,25,68.228871,165.242321
2021-09-01,0.07151879,0.07155212,0.07284981,0.00133102,9.488798,25,73.108518,177.065760
2021-10-01,0.00421553,0.00424886,0.00512326,0.00090773,5.860747,25,73.416709,177.818087
2021-11-01,-0.05266314,-0.05262148,-0.05217192,0.00049122,1.340900,25,69.550355,168.461036
2021-12-01,0.00553850,0.00558015,0.00633238,0.00079388,3.625897,25,69.935559,169.401074
2022-01-01,0.05241726,0.05246725,0.05317719,0.00075994,3.578718,25,73.601389,178.289082
2022-02-01,0.00698786,0.00717101,0.00752250,0.00053463,2.246403,25,74.115706,179.567595
2022-03-01,0.11450264,0.11479384,0.11492031,0.00041766,1.156737,25,82.602150,200.180850
2022-04-01,0.10796124,0.10839354,0.10841383,0.00045259,1.522282,25,91.519980,221.879161
2022-05-01,-0.00487442,-0.00416883,-0.00442689,0.00044753,1.659419,25,91.073874,220.954185
2022-06-01,0.03305046,0.03401203,0.03371581,0.00066535,3.178745,25,94.083907,228.469285
2022-07-01,-0.04292025,-0.04149809,-0.04227518,0.00064507,3.580183,25,90.045803,218.988245
2022-08-01,0.03063293,0.03261942,0.03139939,0.00076646,4.285427,25,92.804170,226.131514
2022-09-01,0.10141029,0.10384411,0.10208581,0.00067552,4.131647,25,102.215468,249.613941
2022-10-01,0.01052656,0.01326009,0.01085942,0.00033286,1.106437,25,103.291445,252.923844
2022-11-01,-0.10328742,-0.09983699,-0.10287743,0.00040999,1.638508,25,92.622738,227.672687
2022-12-01,0.04441010,0.04798080,0.04523918,0.00082908,3.974774,25,96.736123,238.596605
2023-01-01,-0.01853873,-0.01492797,-0.01799938,0.00053935,2.608844,25,94.942758,235.034841
2023-02-01,-0.02152608,-0.01769133,-0.02075597,0.00077010,3.289034,25,92.899013,230.876762
2023-03-01,-0.04472934,-0.04075090,-0.04394615,0.00078319,4.178385,25,88.743701,221.468327
2023-04-01,0.06046922,0.06442373,0.06164102,0.00117180,5.450926,25,94.109964,235.736144
2023-05-01,0.02202156,0.02617534,0.02297090,0.00094934,4.428058,25,96.182412,241.906617
2023-06-01,-0.00436568,0.00012189,-0.00370183,0.00066385,3.639928,25,95.762510,241.936102
2023-07-01,0.00533304,0.00974918,0.00589557,0.00056253,2.606653,25,96.273215,244.294780
2023-08-01,0.00592832,0.01043968,0.00652393,0.00059562,2.910411,25,96.843953,246.845139
2023-09-01,0.06295261,0.06747190,0.06351589,0.00056327,2.174270,25,102.940533,263.500251
2023-10-01,0.02100816,0.02551952,0.02147013,0.00046197,1.718333,25,105.103124,270.224650
2023-11-01,-0.06460007,-0.06005699,-0.06402616,0.00057390,2.183721,25,98.313455,253.995772
2023-12-01,-0.03785982,-0.03342780,-0.03680951,0.00105031,3.938762,25,94.591325,245.505252
2024-01-01,-0.05530487,-0.05091255,-0.05425875,0.00104612,5.393266,25,89.359965,233.005954
2024-02-01,0.06536592,0.06977413,0.06636391,0.00099799,5.664357,25,95.201061,249.263740
2024-03-01,0.01770379,0.02213581,0.01816343,0.00045964,1.339501,25,96.886481,254.781395
2024-04-01,0.05078689,0.05522685,0.05129245,0.00050556,2.242859,23,101.807043,268.852167
2024-05-01,0.00298877,0.00742872,0.00336565,0.00037688,1.402741,23,102.111321,270.849396
2024-06-01,-0.02348399,-0.01904403,-0.02271828,0.00076571,3.588690,23,99.713340,265.691331
2024-07-01,-0.05302041,-0.04856458,-0.05224192,0.00077850,4.141986,23,94.426498,252.788143
2024-08-01,-0.02675320,-0.02235294,-0.02564759,0.00110561,5.323727,23,91.900287,247.137586
2024-09-01,0.00752886,0.01177018,0.00853321,0.00100435,4.387866,23,92.592191,250.046438
2024-10-01,-0.06314692,-0.05928821,-0.06263315,0.00051377,2.177297,23,86.745279,235.221633
2024-11-01,-0.05136701,-0.04758022,-0.05042191,0.00094510,5.236389,23,82.289433,224.029736
2024-12-01,0.04055735,0.04429616,0.04179548,0.00123813,8.043764,23,85.626875,233.953394
2025-01-01,-0.00025794,0.00331276,0.00033812,0.00059606,3.858875,23,85.604788,234.728426
2025-02-01,-0.00853764,-0.00501503,-0.00806009,0.00047755,1.850851,23,84.873925,233.551256
2025-03-01,0.01443461,0.01796523,0.01502406,0.00058946,2.314596,23,86.099047,237.747059
2025-04-01,-0.02946008,-0.02592945,-0.02845941,0.00100066,4.791482,23,83.562563,231.582409
2025-05-01,-0.02750679,-0.02398418,-0.02666314,0.00084365,5.017684,23,81.264025,226.028095
2025-06-01,0.02953579,0.03309848,0.03067064,0.00113485,5.274340,23,83.664222,233.509281
2025-07-01,-0.04136946,-0.03776671,-0.04038860,0.00098086,5.856612,23,80.203078,224.690403
2025-08-01,-0.01350922,-0.00990647,-0.01261271,0.00089651,5.489018,23,79.119597,222.464514
2025-09-01,0.07521208,0.07867053,0.07655153,0.00133945,6.450300,23,85.070347,239.965916
2025-10-01,0.01937873,0.02266855,0.02036563,0.00098690,4.585312,23,86.718902,245.405594
2025-11-01,0.06956551,0.07275078,0.07083294,0.00126743,5.345521,23,92.751547,263.259043
2025-12-01,0.01945880,0.02263602,0.02043580,0.00097700,4.370166,23,94.556381,269.218181
2026-01-01,0.04121426,0.04422233,0.04222759,0.00101332,4.535188,23,98.453453,281.123635
2026-02-01,-0.00519093,-0.00218287,-0.00438273,0.00080820,3.181437,23,97.942388,280.509980
2026-03-01,-0.05400771,-0.05099965,-0.05278705,0.00122066,6.536286,23,92.652744,266.204070
2026-04-01,0.01355529,0.01658754,0.01463877,0.00108348,6.556621,23,93.908679,270.619741
2026-05-01,-0.00271010,0.00030603,-0.00217212,0.00053798,2.090532,23,93.654177,270.702558
2026-06-01,0.01019120,0.01321539,0.01074242,0.00055121,2.602757,23,94.608626,274.279998
2026-07-01,-0.01620215,-0.01303298,-0.01563856,0.00056359,2.524242,23,93.075762,270.705313
2026-08-01,0.03648756,0.03962453,0.03720160,0.00071404,3.477335,23,96.471869,281.431883
